1C,弱电-巡查1次单元门禁、可视对讲系统、弱电管井,,D,1,1,工程负责人,工程负责人
1C,装修管理：巡查装修户.强电线路、水管、弱电布线、防水层、承重墙、五金接件、房屋布局、煤气管道、排烟系统、排水系统、配线盒、房屋电器总功率是否符合装修规范，管道有无堵塞.有无乱拉乱搭电线.有无破坏防水.,,D,1,1,工程负责人,工程负责人
1C,消防泵及生活水泵房、主机控制柜、泵体、管道、储压罐、报警系统、排水泵、等是否正常运行，是否存在安全隐患；,,D,1,1,工程负责人,工程负责人
1C,巡查电梯:机房、轿厢（井道在有漏水渗水情况下检查）、机房环境、保养质量；层门联锁、地坎、限速器、制动器、油怀、油量、限速钢丝绳、松闸板手等及半月一次的项目是否保养到位。,,W,1,7,工程负责人,工程负责人
1C,巡查地下室排水泵、园区路面及天面排水沟每周排查一次，是否堵塞，泵体自动是否可以正常启动,,W,1,7,工程负责人,工程负责人
1C,巡查配电房，防鼠挡板及超声器，排风口漏网，电压，维修工具是否正常，是否有水电工巡查,,W,1,7,工程负责人,工程负责人
1B,对小区水泵房、配电房重点设备进行保养：控制柜清尘、水泵房有无跑冒滴漏等。,,M,1,31,工程负责人,工程负责人
1C,检查前台每日报事报修记录：处理及时率、处理完成率、有没特别事件,,D,1,1,项目负责人,项目负责人
1C,每天巡查1次车库:人车分流，过道通畅，停车情况，安全隐患.,,D,1,1,项目负责人,项目负责人
1C,每天园区道路内及外围:卫生情况，安全隐患，设备设备，安全秩序,,D,1,1,项目负责人,项目负责人
1C,装修抽查：强电线路、水管、弱电布线、防水层、承重墙、五金接件、房屋布局、煤气管道、排烟系统、排水系统、配线盒、房屋电器总功率是否符合装修规范,,W,1,7,项目负责人,项目负责人
1C,抽查风机房：是否上锁，是否有推放杂物，设备是保有保养,,W,1,7,项目负责人,项目负责人
1C,抽查水泵房:泵体，管道，控制柜，水位报警，储压罐，水箱,,W,1,7,项目负责人,项目负责人
1C,抽查排水系统:天面天台排水口，排水沟，集水井，污水泵,,W,1,7,项目负责人,项目负责人
1C,抽查中央空调或供暧系统:主机及台架，冷却系统，保温层，管道，泄压阀，风口，开关，标识,,W,1,7,项目负责人,项目负责人
1C,抽查消控中心:是否有交接班，设备是否运行正常，是否有异常管理,,W,1,7,项目负责人,项目负责人
1A,每月拜访5户以上住户，做好客户回访工作,,M,1,31,项目负责人,项目负责人
1C,每天召开班务会，交待工作安排和每天检查在管下属人员上班在岗情况、检查驻场人员的工作着装、形象和岗位纪律,,D,1,1,保洁负责人,保洁负责人
1C,检查小区绿化生长情况，有无病虫害，修剪是否得当美观，有无杂草垃圾，积水，无裸露黄土、无鼠洞,,D,1,1,绿化负责人,绿化负责人
1C,检查小区果皮箱、垃圾桶垃圾是否及时清理，垃圾桶放置是否有序，检查绿化垃圾清运情况,,D,1,1,保洁负责人,保洁负责人
1C,检查小区路面、路灯、标识标牌清洁效果是否符合,,D,1,1,保洁负责人,保洁负责人
1C,检查人工湖、喷水池、水系：无杂物、水质清澈、设备完好，池边无清苔,,D,1,1,保洁负责人,保洁负责人
1C,检查电梯门槽：门槽刷缝、吸尘，轿相内无垃圾，上油防锈，显示屏去污等清洁效果、无异味,,D,1,1,保洁负责人,保洁负责人
1C,检查地面及天台排水沟情况，排水是否通畅，是否有堵塞,,W,1,7,保洁负责人,保洁负责人
1C,检查休闲娱乐设施、标识标牌：无污渍、无明显灰尘、无锈迹,,W,1,7,保洁负责人,保洁负责人
1C,检查所有垃圾桶清洗情况,,W,1,7,保洁负责人,保洁负责人
1C,检检消防通道扶手、护栏、楼道开关门窗，的清洁剂擦抹情况,,W,1,7,保洁负责人,保洁负责人
1C,检查路灯、天台、女儿墙、吊顶、雨篷：无杂物、污迹,,W,1,7,保洁负责人,保洁负责人
1C,检查四害消杀重区域：捕鼠器放置点、蟑螂白蚁防治点、垃圾房除虫,,W,1,7,保洁负责人,保洁负责人
1C,对园区现场喷洒药品后必须挂放标识标牌,,W,1,7,绿化负责人,绿化负责人
1C,对清洁及绿化药品及用品安全存放及使用巡查和监管理,,W,1,7,保洁负责人,保洁负责人
1A,完成环境部工作周报给项目经理,,W,1,7,保洁负责人,保洁负责人
1B,根据季节进行安排四害消杀：灭蚊、灭鼠、灭蟑螂、灭苍蝇及白蚁防治（春夏秋）,,M,1,31,保洁负责人,保洁负责人
1B,根据季节安排对排水沟、沙井、天台、飘台清理：清掏、打扫、通堵等（春夏）,,M,1,31,保洁负责人,保洁负责人
1B,根据季节安排绿化除草、除虫、修剪、补种、防冻等工作（春秋补种及修剪、春夏除草除虫、冬防冻）,,M,1,31,绿化负责人,绿化负责人
1B,针对下属能力与服务技能差异制定、施实培训，每月至少2次，外包的由驻场人员的实施培训，监管照片上传,,M,1,31,保洁负责人,保洁负责人
1A,组织及施实对在管下属团队绩效考核及团队状态评估：完成月度考核表、或供就商评审表,,M,1,31,保洁负责人,保洁负责人
1A,每月28日前提交《月度总结及工作计划》至项目经理,,M,1,31,保洁负责人,保洁负责人
1B,绿化季度养护计划落实：春天补种修剪计划落实、夏天浇水除虫监管落实、秋季修剪补种计划落实、冬季防冻工作落实,,M,1,31,绿化负责人,绿化负责人
1B,雨季防涝计划：清理天面飘台路面排水口、疏通路面车库排水管,,M,1,31,保洁负责人,保洁负责人
1B,组织地面路面清洗：积泥花岗岩路面冲洗、油污重的水磨石地面机洗,,M,1,31,保洁负责人,保洁负责人
1B,季度清洁计划：设施清洗、水池冲洗、高杆灯清洁、旱沟石清洗,,M,1,31,保洁负责人,保洁负责人
1C,给水-巡查水泵房及消防泵房排水泵、主机控制柜、泵体、管道、储压罐、报警系统、水泵房里的排水泵自动状态是否正常。,,D,1,1,工程,工程
1C,抽检排水-地面、车库、天面的排水沟、集水井、排污管、雨水井,,D,1,1,工程,工程
1C,风机检查，了解排风情况,,D,1,1,工程,工程
1B,物业服务中心内环境检查：基础设备管理、饮用水准备、清点管家通风钥匙,,D,1,1,前台客服,前台客服
1A,核对停车费：对车库岗进行当日收费现金与票据的检查。,,D,1,1,财务,财务
1A,填写工作日记：将日报发送项目经理或公司财务相关人员,,D,1,1,财务,财务
1C,召开队会，检查部门员工：是否按排班计划全部到岗、仪容仪表是否规范。,,D,1,1,保安负责人,保安负责人
1C,抽查岗位纪律多次：关注人员在岗状态、岗位环境，无吸烟、擅自脱岗等违规情况,,D,1,1,保安负责人,保安负责人
1C,巡查外围秩序：无商铺占道经营、无乱堆乱放、无安全隐患,,D,1,1,保安负责人,保安负责人
1C,巡查园区秩序：无可疑人员，各类公共提示牌完好，路面公共区域没有乱停乱放、通道没有堵塞。,,D,1,1,保安负责人,保安负责人
1C,巡查地下停车场秩序：无乱停乱放，道路畅通，没有跑冒滴漏。,,D,1,1,保安负责人,保安负责人
1C,检查消防系统安全管理，内容要求：消防栓、管道、水管、接头、烟感、喷淋、排风、应急灯、消防斧、消防钳、警报系统等正常运作，无安全隐患，有队员巡查，消防通道无堵塞。,,W,1,7,保安负责人,保安负责人
1C,检查安防设备：包括道闸系统、巡更系统、对讲系统等是否正常。,,W,1,7,保安负责人,保安负责人
1C,巡查安全隐患点：天台、女儿墙没有杂物堆放，吊装绳完好，排水口没有堵塞，周界报警设备完好，防爬刺没有损坏。,,W,1,7,保安负责人,保安负责人
1C,检查项目夜岗：凌晨时段抽查小区夜岗人员，确保无人睡岗，保障小区安全。,,W,1,7,保安负责人,保安负责人
1C,检查小区消防系统：各零部件有无损坏，警报系统是否正常，消防通道是否保持畅通。,,M,1,31,保安负责人,保安负责人
1C,检查小区消防系统：各零部件有无损坏，警报系统是否正常，消防通道是否保持畅通。,,W,1,7,保安领班,保安领班
1C,巡查安全隐患点：天台、女儿墙没有杂物堆放，吊装绳完好，排水口没有堵塞，周界报警设备完好，防爬刺没有损坏。,,W,1,7,保安领班,保安领班
1C,检查安防设备：包括道闸系统、巡更系统、对讲系统等是否正常。,,W,1,7,保安领班,保安领班
1C,巡查地下停车场秩序：无乱停乱放，道路畅通，没有跑冒滴漏。,,D,1,1,保安领班,保安领班
1C,巡查园区秩序：无可疑人员，各类公共提示牌完好，路面公共区域没有乱停乱放、通道没有堵塞。,,D,1,1,保安领班,保安领班
1C,巡查外围秩序：无商铺占道经营、无乱堆乱放、无安全隐患,,D,1,1,保安领班,保安领班
1C,抽查岗位纪律多次：关注人员在岗状态、岗位环境，无吸烟、擅自脱岗等违规情况,,D,1,1,保安领班,保安领班
1C,检查部门员工：是否按排班计划全部到岗、仪容仪表是否规范。,,D,1,1,保安领班,保安领班
1C,道闸系统查看：实时查看道闸门禁使用情况，发生故障或异常，立即上报。,,D,1,1,门岗,门岗
1C,做好交接班：交接班时检查设备是否完好无损，确认遗留待办事项。,,D,1,1,门岗,门岗
1B,视频资料存档：及时导出需要存档的特别事件的监控资料，交服务中心存档。,,W,1,7,监控岗,监控岗
1B,下班前保持监控室卫生：清扫监控室地面、桌面物品摆放有序。,,D,1,1,监控岗,监控岗
1C,对消防主机运行状态进行记录:有报警声通知巡逻岗前往查看，属误报记录在案，如遇到真实警情，第一时间通知上级主管，按演练流程执行任务。,,D,1,1,监控岗,监控岗
1C,记录园区监控情况：监控园区可疑人员或事件，如发现异常，及时通过管家田螺向部门主管发布报事。,,D,1,1,监控岗,监控岗
1C,岗位交接：查看对讲机是否有损坏，监控记录本是否有遗留事项未解决。,,D,1,1,监控岗,监控岗
1C,巡逻园区、地下车库及外围秩序：无可疑人员，各类公共提示牌完好，路面公共区域没有乱停乱放、通道没有堵塞；地下车库无乱停乱放，道路畅通，没有跑冒滴漏；外围无商铺占道经营、无乱堆乱放、无安全隐患。,,D,1,1,巡逻岗,巡逻岗
1C,巡查安全隐患点：天台、女儿墙没有杂物堆放，吊装绳完好，排水口没有堵塞，周界报警设备完好，防爬刺没有损坏。,,D,1,1,巡逻岗,巡逻岗
1C,检查部门员工：召开晨会，检查员工是否按时出勤、仪容仪表是否规范、前台环境是否卫生有序，安排好当天重点工作。,,D,1,1,客服负责人,客服负责人
1C,巡查园区：关注园区卫生、设施设备、灯光照明、公告宣传栏、泳池（开放季）等方面情况是否良好。,,D,1,1,客服负责人,客服负责人
1B,组织月度培训：如专业培训、新员工培训、案例培训、公司新政文件学习等，将培训现场、培训记录拍照上传,,M,1,31,客服负责人,客服负责人
1A,安排或实施催收费工作：做好催费记录，资金记录，收费台帐日报等,,M,1,31,客服负责人,客服负责人
1A,走访业主：每月走访多户业主，收集业主问题，跟进处理、与业主同步处理进程。,,M,1,31,客服负责人,客服负责人
1A,月报提交：每月28号拟定月度工作总结及下月计划，提交上级,,M,1,31,客服负责人,客服负责人
1A,提交月度排班：每月28日前拟定并提交部门月度排班表。,,M,1,31,客服负责人,客服负责人
1C,对管辖片区进行巡区：包含公共区域设施设备、停车秩序、楼道、绿化卫生、空置房、泳池（开放季）、是否有违规装修等。,,D,1,1,管家客服,管家客服
1B,走访业主：收集业主问题，识别有效问题，跟进处理、与业主同步处理进程。,,M,1,31,前台客服,前台客服
1A,催收费工作：做好催费记录，资金记录，收费台帐日报等,,M,1,31,前台客服,前台客服
1A,财务系统账务核对:对本月收入进行核查校对。,,M,1,31,财务,财务
1A,配合公司实施小区年度客户满意率调查,,Y,101,1231,客服负责人,客服负责人
1C,抽检公共设施:电灯照明、应急灯、烟道、风口、梯门,,D,1,1,工程,工程
1B,监督组织完成消防演习，确保团队消防应急能力可快速响应。,,M,1,31,项目负责人,项目负责人
1C,检查消防系统，内容要求：消防栓、管道、水管、接头、烟感、喷淋、排风、应急灯、消防斧、消防钳、警报系统是否可正常使用，如有损坏等异常及时发布报修，消防通道无堵塞。,,D,1,1,巡逻岗,巡逻岗
